File,RNR,Role,GeneticNK,FosterNK,CaptureDate,Treatment,Pair,Library,Mol_sex,Age,Category
BD_30640_trimmed_filt_merged.1_bismark_bt2_pe.CpG_report.txt,BD_30640,Chick,BL.0334.0,WH.0143.0,2018-05-22,Reduced,143_334,B5,Male,Nestling,Nest A Cross-fostered
BD_30638_trimmed_filt_merged.1_bismark_bt2_pe.CpG_report.txt,BD_30638,Chick,WH.0143.0,WH.0143.0,2018-05-22,Reduced,143_334,B5,Male,Nestling,Nest B Stayed
BD_30639_trimmed_filt_merged.1_bismark_bt2_pe.CpG_report.txt,BD_30639,Chick,WH.0143.0,WH.0143.0,2018-05-22,Reduced,143_334,B5,Male,Nestling,Nest B Stayed
BD_30641_trimmed_filt_merged.1_bismark_bt2_pe.CpG_report.txt,BD_30641,Chick,WH.0143.0,WH.0143.0,2018-05-22,Reduced,143_334,B5,Male,Nestling,Nest B Stayed
BD_83703_trimmed_filt_merged.1_bismark_bt2_pe.CpG_report.txt,BD_83703,Chick,WH.0055.0,WH.0055.0,2018-05-25,Control,55_61,B5,Female,Nestling,Nest A Stayed
BD_83400_trimmed_filt_merged.1_bismark_bt2_pe.CpG_report.txt,BD_83400,Chick,WH.0061.0,WH.0055.0,2018-05-25,Control,55_61,B5,Male,Nestling,Nest B Cross-fostered
BD_83709_trimmed_filt_merged.1_bismark_bt2_pe.CpG_report.txt,BD_83709,Chick,WH.0055.0,WH.0061.0,2018-05-25,Control,55_61,B5,Female,Nestling,Nest A Cross-fostered
BD_83711_trimmed_filt_merged.1_bismark_bt2_pe.CpG_report.txt,BD_83711,Chick,WH.0061.0,WH.0061.0,2018-05-25,Control,55_61,B5,Male,Nestling,Nest B Stayed
BD_30709_trimmed_filt_merged.1_bismark_bt2_pe.CpG_report.txt,BD_30709,Chick,WH.0130.0,WH.0130.0,2018-05-20,Reduced,130_157,B6,Female,Nestling,Nest A Stayed
BD_30710_trimmed_filt_merged.1_bismark_bt2_pe.CpG_report.txt,BD_30710,Chick,WH.0130.0,WH.0130.0,2018-05-20,Reduced,130_157,B6,Male,Nestling,Nest A Stayed
BD_30712_trimmed_filt_merged.1_bismark_bt2_pe.CpG_report.txt,BD_30712,Chick,WH.0130.0,WH.0130.0,2018-05-20,Reduced,130_157,B6,Male,Nestling,Nest A Stayed
BD_30708_trimmed_filt_merged.1_bismark_bt2_pe.CpG_report.txt,BD_30708,Chick,WH.0157.0,WH.0130.0,2018-05-20,Reduced,130_157,B6,Male,Nestling,Nest B Cross-fostered
BD_30711_trimmed_filt_merged.1_bismark_bt2_pe.CpG_report.txt,BD_30711,Chick,WH.0157.0,WH.0130.0,2018-05-20,Reduced,130_157,B6,Male,Nestling,Nest B Cross-fostered
BD_30574_trimmed_filt_merged.1_bismark_bt2_pe.CpG_report.txt,BD_30574,Chick,WH.0130.0,WH.0157.0,2018-05-20,Enlarged,130_157,B6,Male,Nestling,Nest A Cross-fostered
BD_30577_trimmed_filt_merged.1_bismark_bt2_pe.CpG_report.txt,BD_30577,Chick,WH.0130.0,WH.0157.0,2018-05-20,Enlarged,130_157,B6,Male,Nestling,Nest A Cross-fostered
BD_30580_trimmed_filt_merged.1_bismark_bt2_pe.CpG_report.txt,BD_30580,Chick,WH.0130.0,WH.0157.0,2018-05-20,Enlarged,130_157,B6,Female,Nestling,Nest A Cross-fostered
BD_30578_trimmed_filt_merged.1_bismark_bt2_pe.CpG_report.txt,BD_30578,Chick,WH.0130.0,WH.0157.0,2018-05-20,Enlarged,130_157,B6,Male,Nestling,Nest A Cross-fostered
BD_30576_trimmed_filt_merged.1_bismark_bt2_pe.CpG_report.txt,BD_30576,Chick,WH.0157.0,WH.0157.0,2018-05-20,Enlarged,130_157,B6,Female,Nestling,Nest B Stayed
BD_30579_trimmed_filt_merged.1_bismark_bt2_pe.CpG_report.txt,BD_30579,Chick,WH.0157.0,WH.0157.0,2018-05-20,Enlarged,130_157,B6,Female,Nestling,Nest B Stayed
BD_30582_trimmed_filt_merged.1_bismark_bt2_pe.CpG_report.txt,BD_30582,Chick,WH.0157.0,WH.0157.0,2018-05-20,Enlarged,130_157,B6,Female,Nestling,Nest B Stayed
BD_30230_trimmed_filt_merged.1_bismark_bt2_pe.CpG_report.txt,BD_30230,Chick,WH.0015.0,WH.0015.0,2018-05-17,Control,15_32,B6,Male,Nestling,Nest A Stayed
BD_83184_trimmed_filt_merged.1_bismark_bt2_pe.CpG_report.txt,BD_83184,Chick,WH.0015.0,WH.0015.0,2018-05-17,Control,15_32,B6,Female,Nestling,Nest A Stayed
BD_83185_trimmed_filt_merged.1_bismark_bt2_pe.CpG_report.txt,BD_83185,Chick,WH.0015.0,WH.0015.0,2018-05-17,Control,15_32,B6,Female,Nestling,Nest A Stayed
BD_83180_trimmed_filt_merged.1_bismark_bt2_pe.CpG_report.txt,BD_83180,Chick,WH.0032.0,WH.0015.0,2018-05-17,Control,15_32,B6,Female,Nestling,Nest B Cross-fostered
BD_83181_trimmed_filt_merged.1_bismark_bt2_pe.CpG_report.txt,BD_83181,Chick,WH.0032.0,WH.0015.0,2018-05-17,Control,15_32,B6,Male,Nestling,Nest B Cross-fostered
BD_83183_trimmed_filt_merged.1_bismark_bt2_pe.CpG_report.txt,BD_83183,Chick,WH.0032.0,WH.0015.0,2018-05-17,Control,15_32,B6,Male,Nestling,Nest B Cross-fostered
BD_83190_trimmed_filt_merged.1_bismark_bt2_pe.CpG_report.txt,BD_83190,Chick,WH.0015.0,WH.0032.0,2018-05-18,Control,15_32,B6,Female,Nestling,Nest A Cross-fostered
BD_83192_trimmed_filt_merged.1_bismark_bt2_pe.CpG_report.txt,BD_83192,Chick,WH.0015.0,WH.0032.0,2018-05-18,Control,15_32,B6,Female,Nestling,Nest A Cross-fostered
BD_83193_trimmed_filt_merged.1_bismark_bt2_pe.CpG_report.txt,BD_83193,Chick,WH.0015.0,WH.0032.0,2018-05-18,Control,15_32,B6,Female,Nestling,Nest A Cross-fostered
BD_83187_trimmed_filt_merged.1_bismark_bt2_pe.CpG_report.txt,BD_83187,Chick,WH.0032.0,WH.0032.0,2018-05-18,Control,15_32,B6,Female,Nestling,Nest B Stayed
BD_83189_trimmed_filt_merged.1_bismark_bt2_pe.CpG_report.txt,BD_83189,Chick,WH.0032.0,WH.0032.0,2018-05-18,Control,15_32,B6,Male,Nestling,Nest B Stayed
BD_83191_trimmed_filt_merged.1_bismark_bt2_pe.CpG_report.txt,BD_83191,Chick,WH.0032.0,WH.0032.0,2018-05-18,Control,15_32,B6,Female,Nestling,Nest B Stayed
BD_83607_trimmed_filt_merged.1_bismark_bt2_pe.CpG_report.txt,BD_83607,Chick,WH.0055.0,WH.0055.0,2018-05-25,Control,55_61,B6,Male,Nestling,Nest A Stayed
BD_83397_trimmed_filt_merged.1_bismark_bt2_pe.CpG_report.txt,BD_83397,Chick,WH.0061.0,WH.0055.0,2018-05-25,Control,55_61,B6,Female,Nestling,Nest B Cross-fostered
BD_83712_trimmed_filt_merged.1_bismark_bt2_pe.CpG_report.txt,BD_83712,Chick,WH.0055.0,WH.0061.0,2018-05-25,Control,55_61,B6,Male,Nestling,Nest A Cross-fostered
BD_83706_trimmed_filt_merged.1_bismark_bt2_pe.CpG_report.txt,BD_83706,Chick,WH.0061.0,WH.0061.0,2018-05-25,Control,55_61,B6,Male,Nestling,Nest B Stayed
BD_30714_trimmed_filt_merged.1_bismark_bt2_pe.CpG_report.txt,BD_30714,Chick,BL.0311.0,BL.0311.0,2018-05-20,Enlarged,151_311,B7,Female,Nestling,Nest A Stayed
BD_30716_trimmed_filt_merged.1_bismark_bt2_pe.CpG_report.txt,BD_30716,Chick,BL.0311.0,BL.0311.0,2018-05-20,Enlarged,151_311,B7,Male,Nestling,Nest A Stayed
BD_30722_trimmed_filt_merged.1_bismark_bt2_pe.CpG_report.txt,BD_30722,Chick,BL.0311.0,BL.0311.0,2018-05-20,Enlarged,151_311,B7,Female,Nestling,Nest A Stayed
BD_30719_trimmed_filt_merged.1_bismark_bt2_pe.CpG_report.txt,BD_30719,Chick,WH.0151.0,BL.0311.0,2018-05-20,Enlarged,151_311,B7,Male,Nestling,Nest B Cross-fostered
BD_30720_trimmed_filt_merged.1_bismark_bt2_pe.CpG_report.txt,BD_30720,Chick,WH.0151.0,BL.0311.0,2018-05-20,Enlarged,151_311,B7,Male,Nestling,Nest B Cross-fostered
BD_30721_trimmed_filt_merged.1_bismark_bt2_pe.CpG_report.txt,BD_30721,Chick,WH.0151.0,BL.0311.0,2018-05-20,Enlarged,151_311,B7,Male,Nestling,Nest B Cross-fostered
BD_30584_trimmed_filt_merged.1_bismark_bt2_pe.CpG_report.txt,BD_30584,Chick,BL.0311.0,WH.0151.0,2018-05-20,Reduced,151_311,B7,Male,Nestling,Nest A Cross-fostered
BD_30587_trimmed_filt_merged.1_bismark_bt2_pe.CpG_report.txt,BD_30587,Chick,BL.0311.0,WH.0151.0,2018-05-20,Reduced,151_311,B7,Male,Nestling,Nest A Cross-fostered
BD_30586_trimmed_filt_merged.1_bismark_bt2_pe.CpG_report.txt,BD_30586,Chick,WH.0151.0,WH.0151.0,2018-05-20,Reduced,151_311,B7,Female,Nestling,Nest B Stayed
BD_30589_trimmed_filt_merged.1_bismark_bt2_pe.CpG_report.txt,BD_30589,Chick,WH.0151.0,WH.0151.0,2018-05-20,Reduced,151_311,B7,Male,Nestling,Nest B Stayed
BD_30590_trimmed_filt_merged.1_bismark_bt2_pe.CpG_report.txt,BD_30590,Chick,WH.0151.0,WH.0151.0,2018-05-20,Reduced,151_311,B7,Male,Nestling,Nest B Stayed
BD_83387_trimmed_filt_merged.1_bismark_bt2_pe.CpG_report.txt,BD_83387,Chick,WH.0039.0,WH.0039.0,2018-05-24,Control,39_717,B7,Female,Nestling,Nest A Stayed
BD_83392_trimmed_filt_merged.1_bismark_bt2_pe.CpG_report.txt,BD_83392,Chick,WH.0039.0,WH.0039.0,2018-05-24,Control,39_717,B7,Female,Nestling,Nest A Stayed
BD_83393_trimmed_filt_merged.1_bismark_bt2_pe.CpG_report.txt,BD_83393,Chick,WH.0717.0,WH.0039.0,2018-05-24,Control,39_717,B7,Male,Nestling,Nest B Cross-fostered
BD_83384_trimmed_filt_merged.1_bismark_bt2_pe.CpG_report.txt,BD_83384,Chick,WH.0039.0,WH.0717.0,2018-05-24,Control,39_717,B7,Male,Nestling,Nest A Cross-fostered
BD_83383_trimmed_filt_merged.1_bismark_bt2_pe.CpG_report.txt,BD_83383,Chick,WH.0717.0,WH.0717.0,2018-05-24,Control,39_717,B7,Male,Nestling,Nest B Stayed
BD_83386_trimmed_filt_merged.1_bismark_bt2_pe.CpG_report.txt,BD_83386,Chick,WH.0717.0,WH.0717.0,2018-05-24,Control,39_717,B7,Male,Nestling,Nest B Stayed
BD_30946_trimmed_filt_merged.1_bismark_bt2_pe.CpG_report.txt,BD_30946,Chick,BL.0320.0,BL.0320.0,2018-05-19,Enlarged,92_320,B7,Female,Nestling,Nest A Stayed
BD_30949_trimmed_filt_merged.1_bismark_bt2_pe.CpG_report.txt,BD_30949,Chick,BL.0320.0,BL.0320.0,2018-05-19,Enlarged,92_320,B7,Female,Nestling,Nest A Stayed
BD_83254_trimmed_filt_merged.1_bismark_bt2_pe.CpG_report.txt,BD_83254,Chick,BL.0320.0,BL.0320.0,2018-05-19,Enlarged,92_320,B7,Male,Nestling,Nest A Stayed
BD_30944_trimmed_filt_merged.1_bismark_bt2_pe.CpG_report.txt,BD_30944,Chick,WH.0092.0,BL.0320.0,2018-05-19,Enlarged,92_320,B7,Female,Nestling,Nest B Cross-fostered
BD_83252_trimmed_filt_merged.1_bismark_bt2_pe.CpG_report.txt,BD_83252,Chick,WH.0092.0,BL.0320.0,2018-05-19,Enlarged,92_320,B7,Male,Nestling,Nest B Cross-fostered
BD_83255_trimmed_filt_merged.1_bismark_bt2_pe.CpG_report.txt,BD_83255,Chick,WH.0092.0,BL.0320.0,2018-05-19,Enlarged,92_320,B7,Female,Nestling,Nest B Cross-fostered
BD_30942_trimmed_filt_merged.1_bismark_bt2_pe.CpG_report.txt,BD_30942,Chick,BL.0320.0,WH.0092.0,2018-05-23,Reduced,92_320,B7,Female,Nestling,Nest A Cross-fostered
BD_54849_trimmed_filt_merged.1_bismark_bt2_pe.CpG_report.txt,BD_54849,Chick,BL.0320.0,WH.0092.0,2018-05-23,Reduced,92_320,B7,Male,Nestling,Nest A Cross-fostered
BD_54850_trimmed_filt_merged.1_bismark_bt2_pe.CpG_report.txt,BD_54850,Chick,BL.0320.0,WH.0092.0,2018-05-23,Reduced,92_320,B7,Male,Nestling,Nest A Cross-fostered
BD_30943_trimmed_filt_merged.1_bismark_bt2_pe.CpG_report.txt,BD_30943,Chick,WH.0092.0,WH.0092.0,2018-05-23,Reduced,92_320,B7,Male,Nestling,Nest B Stayed
BD_54848_trimmed_filt_merged.1_bismark_bt2_pe.CpG_report.txt,BD_54848,Chick,WH.0092.0,WH.0092.0,2018-05-23,Reduced,92_320,B7,Female,Nestling,Nest B Stayed
BD_54837_trimmed_filt_merged.1_bismark_bt2_pe.CpG_report.txt,BD_54837,Chick,WH.0139.0,WH.0139.0,2018-05-23,Enlarged,139_179,B8,Male,Nestling,Nest A Stayed
BD_54841_trimmed_filt_merged.1_bismark_bt2_pe.CpG_report.txt,BD_54841,Chick,WH.0139.0,WH.0139.0,2018-05-23,Enlarged,139_179,B8,Female,Nestling,Nest A Stayed
BD_54847_trimmed_filt_merged.1_bismark_bt2_pe.CpG_report.txt,BD_54847,Chick,WH.0139.0,WH.0139.0,2018-05-23,Enlarged,139_179,B8,Female,Nestling,Nest A Stayed
BD_54835_trimmed_filt_merged.1_bismark_bt2_pe.CpG_report.txt,BD_54835,Chick,WH.0179.0,WH.0139.0,2018-05-23,Enlarged,139_179,B8,Male,Nestling,Nest B Cross-fostered
BD_54842_trimmed_filt_merged.1_bismark_bt2_pe.CpG_report.txt,BD_54842,Chick,WH.0179.0,WH.0139.0,2018-05-23,Enlarged,139_179,B8,Male,Nestling,Nest B Cross-fostered
BD_54844_trimmed_filt_merged.1_bismark_bt2_pe.CpG_report.txt,BD_54844,Chick,WH.0179.0,WH.0139.0,2018-05-23,Enlarged,139_179,B8,Male,Nestling,Nest B Cross-fostered
BD_83262_trimmed_filt_merged.1_bismark_bt2_pe.CpG_report.txt,BD_83262,Chick,WH.0139.0,WH.0179.0,2018-05-23,Reduced,139_179,B8,Female,Nestling,Nest A Cross-fostered
BD_83264_trimmed_filt_merged.1_bismark_bt2_pe.CpG_report.txt,BD_83264,Chick,WH.0139.0,WH.0179.0,2018-05-23,Reduced,139_179,B8,Male,Nestling,Nest A Cross-fostered
BD_83266_trimmed_filt_merged.1_bismark_bt2_pe.CpG_report.txt,BD_83266,Chick,WH.0139.0,WH.0179.0,2018-05-23,Reduced,139_179,B8,Female,Nestling,Nest A Cross-fostered
BD_83263_trimmed_filt_merged.1_bismark_bt2_pe.CpG_report.txt,BD_83263,Chick,WH.0179.0,WH.0179.0,2018-05-23,Reduced,139_179,B8,Male,Nestling,Nest B Stayed
BD_83265_trimmed_filt_merged.1_bismark_bt2_pe.CpG_report.txt,BD_83265,Chick,WH.0179.0,WH.0179.0,2018-05-23,Reduced,139_179,B8,Male,Nestling,Nest B Stayed
BD_83267_trimmed_filt_merged.1_bismark_bt2_pe.CpG_report.txt,BD_83267,Chick,WH.0179.0,WH.0179.0,2018-05-23,Reduced,139_179,B8,Female,Nestling,Nest B Stayed
BD_83389_trimmed_filt_merged.1_bismark_bt2_pe.CpG_report.txt,BD_83389,Chick,WH.0039.0,WH.0039.0,2018-05-24,Control,39_717,B8,Male,Nestling,Nest A Stayed
BD_83394_trimmed_filt_merged.1_bismark_bt2_pe.CpG_report.txt,BD_83394,Chick,WH.0717.0,WH.0039.0,2018-05-24,Control,39_717,B8,Male,Nestling,Nest B Cross-fostered
BD_83391_trimmed_filt_merged.1_bismark_bt2_pe.CpG_report.txt,BD_83391,Chick,WH.0717.0,WH.0039.0,2018-05-24,Control,39_717,B8,Male,Nestling,Nest A Cross-fostered
BD_83382_trimmed_filt_merged.1_bismark_bt2_pe.CpG_report.txt,BD_83382,Chick,WH.0717.0,WH.0717.0,2018-05-24,Control,39_717,B8,Female,Nestling,Nest B Stayed
BD_83027_trimmed_filt_merged.1_bismark_bt2_pe.CpG_report.txt,BD_83027,Chick,WH.0069.0,WH.0069.0,2018-05-17,Control,69_79,B8,Female,Nestling,Nest A Stayed
BD_83023_trimmed_filt_merged.1_bismark_bt2_pe.CpG_report.txt,BD_83023,Chick,WH.0069.0,WH.0069.0,2018-05-17,Control,69_79,B8,Male,Nestling,Nest A Stayed
BD_83028_trimmed_filt_merged.1_bismark_bt2_pe.CpG_report.txt,BD_83028,Chick,WH.0069.0,WH.0069.0,2018-05-17,Control,69_79,B8,Female,Nestling,Nest A Stayed
BD_83026_trimmed_filt_merged.1_bismark_bt2_pe.CpG_report.txt,BD_83026,Chick,WH.0079.0,WH.0069.0,2018-05-17,Control,69_79,B8,Female,Nestling,Nest B Cross-fostered
BD_83024_trimmed_filt_merged.1_bismark_bt2_pe.CpG_report.txt,BD_83024,Chick,WH.0079.0,WH.0069.0,2018-05-17,Control,69_79,B8,Female,Nestling,Nest B Cross-fostered
BD_83025_trimmed_filt_merged.1_bismark_bt2_pe.CpG_report.txt,BD_83025,Chick,WH.0079.0,WH.0069.0,2018-05-17,Control,69_79,B8,Male,Nestling,Nest B Cross-fostered
BD_83001_trimmed_filt_merged.1_bismark_bt2_pe.CpG_report.txt,BD_83001,Chick,WH.0069.0,WH.0079.0,2018-05-17,Control,69_79,B8,Male,Nestling,Nest A Cross-fostered
BD_83002_trimmed_filt_merged.1_bismark_bt2_pe.CpG_report.txt,BD_83002,Chick,WH.0069.0,WH.0079.0,2018-05-17,Control,69_79,B8,Female,Nestling,Nest A Cross-fostered
BD_83007_trimmed_filt_merged.1_bismark_bt2_pe.CpG_report.txt,BD_83007,Chick,WH.0069.0,WH.0079.0,2018-05-17,Control,69_79,B8,Female,Nestling,Nest A Cross-fostered
BD_83003_trimmed_filt_merged.1_bismark_bt2_pe.CpG_report.txt,BD_83003,Chick,WH.0079.0,WH.0079.0,2018-05-17,Control,69_79,B8,Female,Nestling,Nest B Stayed
BD_83005_trimmed_filt_merged.1_bismark_bt2_pe.CpG_report.txt,BD_83005,Chick,WH.0079.0,WH.0079.0,2018-05-17,Control,69_79,B8,Female,Nestling,Nest B Stayed
BD_83006_trimmed_filt_merged.1_bismark_bt2_pe.CpG_report.txt,BD_83006,Chick,WH.0079.0,WH.0079.0,2018-05-17,Control,69_79,B8,Female,Nestling,Nest B Stayed
